KLVL7268003,2016-04-25,10,-0.0007514494701935969,0.5,-3.757247350967984e-05,1.37878787878788,-0.00010360894210245056
KLVL7268003,2016-04-26,10,0.0010693785186002556,0.5,5.346892593001278e-05,1.06060606060606,0.00011341893379093614
KLVL7268003,2016-04-27,10,-0.0026602526550837014,0.5,-0.00013301263275418507,1.37878787878788,-0.00036679241153426826
KLVL7268003,2016-04-28,10,-0.002556784808552131,0.5,-0.00012783924042760654,1.93939393939394,-0.0004958612962040498
KLVL7268003,2016-04-29,10,-0.0014617958612472563,1.5,-0.00021926937918708848,1.83783783783784,-0.0002686543744994961
KLVL7268003,2016-05-02,10,-0.008714234174229141,1.5,-0.0013071351261343712,1.83783783783784,-0.00160153492931779
KLVL7268003,2016-05-03,10,0.0038144964864638186,0.5,0.00019072482432319092,1.91891891891892,0.000731970947402517
KLVL7268003,2016-05-04,10,-0.005103855083983472,1.0,-0.0005103855083983472,2.16216216216216,-0.0011035362343748036
KLVL7268003,2016-05-09,10,-0.005872912417915963,1.5,-0.0008809368626873945,2.40540540540541,-0.0014126735275527614
KLVL7268003,2016-05-10,10,0.006253040161860063,2.5,0.0015632600404650158,4.0,0.0025012160647440254
KLVL7268003,2016-05-11,10,-0.00024520450055355716,1.5,-3.678067508303358e-05,2.40540540540541,-5.8981623106126026e-05
KLVL7268003,2016-05-12,10,-0.0031954478882714066,1.5,-0.000479317183240711,2.40540540540541,-0.0007686347623139344
KLVL7268003,2016-05-13,10,-0.0023550584546599483,1.5,-0.0003532587681989922,1.82432432432432,-0.00042963904240417874
KLVL7268003,2016-05-16,10,-0.0026777157675178668,2.5,-0.0006694289418794667,4.0,-0.0010710863070071467
KLVL7268003,2016-05-17,10,-0.0030240510979848887,2.5,-0.0007560127744962222,4.0,-0.0012096204391939555
KLVL7268003,2016-05-18,10,-0.006789318516838593,2.5,-0.0016973296292096482,4.0,-0.0027157274067354372
KLVL7268003,2016-05-19,10,-0.0030254163515191367,2.0,-0.0006050832703038274,4.45,-0.0013463102764260158
KLVL7268003,2016-05-20,10,0.0005009948325961878,2.5,0.00012524870814904695,5.75,0.000288072028742808
KLVL7268003,2016-05-23,10,0.0009371065583151721,2.5,0.00023427663957879303,5.75,0.0005388362710312239
KLVL7268003,2016-05-24,10,-0.006453549452198689,2.5,-0.0016133873630496723,5.75,-0.0037107909350142464
KLVL7268003,2016-05-25,10,0.01281829952524812,2.5,0.00320457488131203,5.975,0.007658933966335752
KLVL7268003,2016-05-26,10,-0.0010156105737134868,2.0,-0.00020312211474269736,4.675,-0.00047479794321105505
KLVL7268003,2016-05-27,10,0.005587982283394684,2.0,0.0011175964566789366,4.675,0.0026123817174870142
KLVL7268003,2016-05-30,10,-0.0013362084202340838,2.5,-0.00033405210505852096,4.0,-0.0005344833680936336
KLVL7268003,2016-05-31,10,0.005967888089709509,2.5,0.0014919720224273773,4.0,0.0023871552358838036
KLVL7268003,2016-06-01,10,2.1112041604777454e-05,1.5,3.1668062407166183e-06,1.82432432432432,3.851521103574256e-06
KLVL7268003,2016-06-02,10,0.00027445074664684524,1.5,4.116761199702679e-05,1.82432432432432,5.00687172936811e-05
KLVL7268003,2016-06-03,10,0.0020542981968607547,1.5,0.0003081447295291132,1.82432432432432,0.0003747706169948665
KLVL7268003,2016-06-07,10,0.006473218987172936,1.5,0.0009709828480759403,1.82432432432432,0.0011809250854977623
KLVL7268003,2016-06-08,10,0.0037668724495135094,1.0,0.00037668724495135093,2.16216216216216,0.0008144589080029201
KLVL7268003,2016-06-09,10,0.0002779804718717562,1.0,2.779804718717562e-05,2.16216216216216,6.010388581010939e-05
